0.1237333, 0, 2.4097, 8.160755, 13.89114, 19.64912, 25.39235, 0
0.2797833, -2.175093, 2.406852, 8.158628, 13.88908, 19.64688, 25.39008, 0
0.4358667, -2.099931, 2.407645, 8.159001, 13.88924, 19.64714, 25.38989, 0
0.5920166, -1.802206, 2.407338, 8.1598, 13.8899, 19.64737, 25.39049, 0
0.7481167, -0.361522, 2.40939, 8.160599, 13.89171, 19.6485, 25.39099, 0
0.9043, 0.01111031, 2.409813, 8.160998, 13.89155, 19.64894, 25.39182, 0
1.060517, 0.4561543, 2.410575, 8.161398, 13.89279, 19.64951, 25.39227, 0
1.216567, 1.865804, 2.411875, 8.162635, 13.89377, 19.651, 25.39388, 0
1.37265, 1.605272, 2.411408, 8.162327, 13.89362, 19.65023, 25.39351, 0
1.52875, 2.200007, 2.412298, 8.163034, 13.89418, 19.65067, 25.39323, 0
1.684733, 2.052128, 2.411494, 8.162609, 13.89403, 19.65079, 25.3936, 0
1.840833, 1.840532, 2.411442, 8.163434, 13.89485, 19.65072, 25.39369, 0
1.996883, 1.756012, 2.411846, 8.163009, 13.89459, 19.65111, 25.39299, 0
2.152917, 1.589537, 2.411433, 8.162596, 13.89376, 19.65031, 25.39291, 0
2.309, 1.752198, 2.411846, 8.163009, 13.89444, 19.65072, 25.39336, 0
2.4652, 1.786411, 2.411927, 8.162995, 13.89459, 19.65075, 25.3934, 0
2.621367, 2.571583, 2.412742, 8.163408, 13.895, 19.65155, 25.39452, 0
2.777433, 2.217531, 2.412284, 8.162956, 13.89458, 19.65083, 25.39388, 0
2.933517, 42.98473, 2.44986, 8.203808, 13.9332, 19.69295, 25.43534, 0
3.08955, 79.63359, 2.487745, 8.239964, 13.98393, 19.72959, 25.47316, 0
3.245283, 117.0068, 2.526018, 8.276575, 14.02108, 19.76685, 25.51052, 0
3.401233, 147.5337, 2.55376, 8.306787, 14.03877, 19.79691, 25.54103, 0
3.557133, 172.1652, 2.577034, 8.33135, 14.06245, 19.82231, 25.56592, 0
3.713083, 194.5348, 2.599887, 8.354466, 14.09893, 19.84602, 25.58969, 0
3.869083, 212.4583, 2.618662, 8.371706, 14.11712, 19.86344, 25.60796, 0
