0.09515, 0, 2.2877, 8.037664, 13.77317, 19.53028, 25.27375, 0
0.2511833, -0.3717542, 2.2873, 8.037351, 13.77275, 19.52993, 25.27301, 0
0.4072667, 0.4641414, 2.288137, 8.038163, 13.77359, 19.53078, 25.27388, 0
0.5634167, 2.038479, 2.2898, 8.040226, 13.77522, 19.53246, 25.27558, 0
0.7195167, 3.528059, 2.291038, 8.041779, 13.77645, 19.53366, 25.27608, 0
0.8756833, 3.912163, 2.291875, 8.041849, 13.77725, 19.5342, 25.27695, 0
1.031883, 5.17869, 2.292859, 8.042764, 13.77851, 19.53539, 25.27831, 0
1.18795, 5.874157, 2.293684, 8.043487, 13.77892, 19.53622, 25.27901, 0
1.34405, 5.536497, 2.293138, 8.043487, 13.7785, 19.53583, 25.2784, 0
1.50015, 6.52492, 2.294107, 8.043986, 13.78016, 19.53666, 25.27922, 0
1.656167, 6.878197, 2.294375, 8.044724, 13.78016, 19.53707, 25.27927, 0
1.812217, 6.825209, 2.29453, 8.045136, 13.79925, 19.5371, 25.27993, 0
1.9683, 6.714106, 2.293716, 8.044724, 13.78055, 19.53668, 25.27927, 0
2.124333, 6.03199, 2.293975, 8.044298, 13.79849, 19.53634, 25.27891, 0
2.280383, 6.511569, 2.294128, 8.044286, 13.77974, 19.53671, 25.27956, 0
2.436583, 7.183361, 2.294953, 8.045208, 13.78098, 19.5372, 25.28014, 0
2.592717, 7.043242, 2.294953, 8.045111, 13.77973, 19.5372, 25.28002, 0
2.74885, 48.1379, 2.335567, 8.085948, 13.81914, 19.57853, 25.3219, 0
2.9049, 47.45525, 2.334708, 8.08551, 13.81831, 19.57778, 25.32121, 0
3.060967, 82.1284, 2.368954, 8.12039, 13.85147, 19.61259, 25.35597, 0
3.216767, 113.3361, 2.399767, 8.151029, 13.89624, 19.6439, 25.38805, 0
3.37265, 141.6338, 2.426844, 8.179113, 13.91424, 19.67211, 25.41594, 0
3.5286, 163.6302, 2.448767, 8.200803, 13.93568, 19.69416, 25.43874, 0
3.6845, 182.4306, 2.468659, 8.220991, 13.95468, 19.7142, 25.45961, 0
3.840517, 198.4359, 2.484091, 8.236135, 13.96908, 19.73008, 25.47536, 0
3.996533, 210.1465, 2.49592, 8.248488, 13.98063, 19.74126, 25.487, 0
4.152467, 220.2321, 2.505188, 8.258654, 13.99094, 19.75208, 25.49686, 0
4.308417, 229.0538, 2.514173, 8.267199, 13.9996, 19.76138, 25.50548, 0
4.464217, 236.5273, 2.521519, 8.274467, 14.00743, 19.76843, 25.51335, 0
4.62015, 243.2233, 2.528054, 8.280935, 14.01478, 19.77494, 25.51997, 0
4.775833, 249.6478, 2.533769, 8.287286, 14.03219, 19.78112, 25.52581, 0
4.931583, 254.3904, 2.538666, 8.291991, 14.03717, 19.78537, 25.53093, 0
5.0875, 258.714, 2.542753, 8.296535, 14.05362, 19.79004, 25.53493, 0
5.2433, 262.2806, 2.546208, 8.300105, 14.04545, 19.79351, 25.53869, 0
5.399183, 265.4679, 2.549283, 8.3031, 14.05898, 19.79695, 25.54193, 0
5.555083, 268.309, 2.551927, 8.306079, 14.06162, 19.79972, 25.5449, 0
5.711067, 270.4441, 2.553773, 8.308015, 14.06369, 19.80234, 25.54705, 0
5.866933, 272.5176, 2.556388, 8.309944, 14.06494, 19.80426, 25.54887, 0
6.02255, 274.9778, 2.558675, 8.312923, 14.06701, 19.80659, 25.55111, 0
6.178383, 276.3024, 2.560861, 8.314207, 14.05073, 19.80823, 25.55367, 0
6.3343, 278.3379, 2.562353, 8.316331, 14.05291, 19.81057, 25.55554, 0
6.490183, 279.4373, 2.563578, 8.317615, 14.05403, 19.81134, 25.55661, 0
6.645916, 280.9284, 2.564929, 8.318897, 14.05581, 19.81289, 25.55847, 0
6.8018, 282.8143, 2.566439, 8.321021, 14.05788, 19.81473, 25.55961, 0
6.957633, 284.2733, 2.567251, 8.321893, 14.05898, 19.81547, 25.56029, 0
7.113483, 285.2383, 2.568171, 8.322763, 14.05913, 19.81698, 25.56171, 0
7.2693, 286.2682, 2.570208, 8.324594, 14.06079, 19.8183, 25.56358, 0
7.425167, 288.2773, 2.572566, 8.326139, 14.06293, 19.82028, 25.56543, 0
7.581017, 289.5773, 2.572644, 8.327147, 14.06351, 19.821, 25.56614, 0
7.736784, 291.2014, 2.575427, 8.329235, 14.0654, 19.82356, 25.56884, 0
7.89265, 292.7487, 2.5755, 8.32999, 14.06659, 19.82437, 25.56943, 0
8.048417, 293.9324, 2.57706, 8.331363, 14.06764, 19.8255, 25.57066, 0
8.204166, 294.6651, 2.577872, 8.332129, 14.06824, 19.82629, 25.57135, 0
8.360167, 295.5129, 2.579101, 8.333825, 14.0699, 19.82804, 25.57322, 0
8.5161, 296.667, 2.580379, 8.334767, 14.07094, 19.8294, 25.57395, 0
8.67185, 297.2793, 2.58155, 8.335453, 14.07115, 19.82978, 25.57505, 0
8.827617, 299.1075, 2.582004, 8.335536, 14.0728, 19.83074, 25.57578, 0
8.983566, 299.7493, 2.583182, 8.337248, 14.0728, 19.83132, 25.57675, 0
9.13935, 300.41, 2.583622, 8.337759, 14.07341, 19.83226, 25.57755, 0
9.29525, 301.3787, 2.58444, 8.338959, 14.07424, 19.83325, 25.57857, 0
9.451034, 301.8912, 2.586044, 8.340227, 14.07547, 19.83463, 25.57971, 0
9.606883, 303.219, 2.586471, 8.341098, 14.0763, 19.835, 25.57979, 0
9.76285, 304.256, 2.587268, 8.34151, 14.07778, 19.83635, 25.58094, 0
9.918616, 305.1098, 2.588497, 8.342778, 14.07777, 19.83698, 25.58208, 0
10.07443, 305.7234, 2.58892, 8.343206, 14.07919, 19.83742, 25.58245, 0
10.23008, 306.6743, 2.589726, 8.344474, 14.07943, 19.83871, 25.58359, 0
10.3859, 307.4043, 2.589319, 8.344077, 14.07902, 19.83789, 25.58349, 0
10.54178, 307.8814, 2.59095, 8.345366, 14.08125, 19.83987, 25.58454, 0
10.69755, 308.9037, 2.590538, 8.345392, 14.08083, 19.83966, 25.58459, 0
10.85332, 310.3333, 2.592175, 8.347469, 14.08207, 19.84087, 25.58578, 0
11.00915, 310.5931, 2.592993, 8.347081, 14.08207, 19.84162, 25.58646, 0
11.16502, 311.0006, 2.593395, 8.347891, 14.08275, 19.84176, 25.58646, 0
11.32092, 311.314, 2.594639, 8.348758, 14.08413, 19.84322, 25.58838, 0
11.4766, 311.8749, 2.594211, 8.348358, 14.08316, 19.84292, 25.58792, 0
11.63237, 313.0868, 2.594624, 8.349607, 14.08482, 19.84371, 25.58907, 0
